YEAR,GEO_NAME,CRASH_TYPE,OUTCOME_TYPE,INCIDENT_COUNT
2019,Marion,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,4
2019,Marion,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,1
2019,Marion,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Marion,Motorized,ODPS_TOTAL_FATALITIES_NBR,7
2019,Marion,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2019,Morrow,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,5
2019,Morrow,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,1
2019,Morrow,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Morrow,Motorized,ODPS_TOTAL_FATALITIES_NBR,5
2019,Morrow,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2019,Pickaway,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Angle,ODPS_TOTAL_FATALITIES_NBR,2
2019,Pickaway,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,4
2019,Pickaway,Head On,ODPS_TOTAL_FATALITIES_NBR,3
2019,Pickaway,Left Turn,ODPS_TOTAL_FATALITIES_NBR,1
2019,Pickaway,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Overturning,ODPS_TOTAL_FATALITIES_NBR,1
2019,Pickaway,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,3
2019,Pickaway,Right Turn,ODPS_TOTAL_FATALITIES_NBR,1
2019,Pickaway,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Pickaway,Motorized,ODPS_TOTAL_FATALITIES_NBR,12
2019,Pickaway,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,3
2019,Richland,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Richland,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Ross,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Rear End,ODPS_TOTAL_FATALITIES_NBR,1
2019,Union,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Left Turn,ODPS_TOTAL_FATALITIES_NBR,1
2019,Union,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,1
2019,Union,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Union,Motorized,ODPS_TOTAL_FATALITIES_NBR,2
2019,Union,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,1
2019,Hardin,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Hardin,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Train,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Montgomery,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2019,Perry,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
